	chr1	265898	0	0.5	151
	chr1	266146	0	0.5	151
	chr1	1050578	1	0.5	151
	chr1	1050591	1	0.5	151
	chr1	1228479	1	1.0	26
	chr1	1358115	1	0.5	151
	chr1	1358188	1	0.5	151
	chr1	1564858	1	0.5	77
	chr1	1564869	1	0.5	88
	chr1	1655378	1	1.0	14
	chr1	1785289	0	1.0	134
	chr1	1785292	0	3.0	120
	chr1	1785299	0	1.0	96
	chr1	2118208	1	0.5	151
	chr1	2118219	1	0.5	150
	chr1	2402332	1	0.5	77
	chr1	2402341	1	0.5	86
	chr1	3029264	0	0.5	62
	chr1	3029516	0	0.5	123
	chr1	3400954	0	0.5	151
	chr1	3401251	0	0.5	151
	chr1	3908365	0	1.0	106
	chr1	3908389	0	0.5	93
	chr1	3908389	0	0.5	100
	chr1	3908390	0	0.5	97
	chr1	3908391	0	0.5	90
	chr1	3908391	0	0.5	91
	chr1	3908391	0	0.5	99
	chr1	3908393	0	1.0	97
	chr1	3908393	0	1.5	104
	chr1	3908393	0	0.5	105
	chr1	3908395	0	0.5	88
	chr1	3908395	0	0.5	102
	chr1	3908400	0	1.0	80
	chr1	3908401	0	0.5	89
	chr1	3908401	0	0.5	101
	chr1	3908403	0	0.5	94
	chr1	3908403	0	0.5	101
	chr1	3908414	0	0.5	84
	chr1	3908415	0	0.5	84
	chr1	3908466	1	0.5	80
	chr1	3908474	1	0.5	81
	chr1	3908481	1	0.5	86
	chr1	3908484	1	1.0	91
	chr1	3908489	1	1.0	91
	chr1	3908490	1	0.5	104
	chr1	3908492	1	0.5	97
	chr1	3908495	1	1.0	79
	chr1	3908495	1	0.5	102
	chr1	3908496	1	1.0	94
	chr1	3908497	1	0.5	93
	chr1	3908503	1	0.5	89
	chr1	3908503	1	1.0	94
	chr1	5000591	0	0.5	151
	chr1	5000780	0	0.5	151
	chr1	5003277	0	0.5	151
	chr1	5003463	0	0.5	151
	chr1	5428633	0	0.5	151
	chr1	5428667	0	0.5	151
	chr1	5572587	1	0.5	129
	chr1	5572594	1	0.5	136
	chr1	5572596	1	1.0	138
	chr1	5617221	1	0.5	151
	chr1	5617244	1	0.5	151
	chr1	5843957	1	2.0	18
	chr1	5905600	0	3.0	110
	chr1	5942665	0	1.0	104
	chr1	6186741	0	0.5	76
	chr1	6186772	0	0.5	45
	chr1	6582216	1	0.5	151
	chr1	6582267	1	0.5	151
	chr1	6858450	0	1.0	37
	chr1	7255358	0	0.5	151
	chr1	7255506	0	0.5	151
	chr1	7924370	0	0.5	39
	chr1	8034448	0	0.5	150
	chr1	8363736	0	1.0	102
	chr1	8861272	0	0.5	150
	chr1	8861274	0	0.5	151
	chr1	8864020	1	1.0	93
	chr1	8866419	0	0.5	83
	chr1	8867034	0	0.5	64
	chr1	9017072	0	0.5	151
	chr1	9017199	0	0.5	151
	chr1	9106252	1	0.5	151
	chr1	9106455	1	0.5	151
	chr1	9150628	0	0.5	149
	chr1	9150637	0	0.5	140
	chr1	10105730	0	0.5	15
	chr1	10105731	0	0.5	14
	chr1	10105732	0	1.0	13
	chr1	10105733	0	1.0	12
	chr1	10105738	0	2.0	7
	chr1	10105739	0	1.5	6
	chr1	10105740	0	0.5	5
	chr1	10111016	0	1.5	78
	chr1	10111017	0	0.5	77
	chr1	10111093	1	0.5	92
	chr1	10111096	1	0.5	95
	chr1	10117399	0	1.0	87
	chr1	10117403	0	0.5	91
	chr1	10117404	0	0.5	92
	chr1	10117405	0	0.5	93
	chr1	10117406	0	0.5	94
	chr1	10117407	0	0.5	91
	chr1	10117411	0	0.5	99
	chr1	10117413	0	0.5	97
	chr1	10117414	0	1.0	90
	chr1	10117415	0	0.5	99
	chr1	10117416	0	0.5	104
	chr1	10117416	0	0.5	110
	chr1	10117417	0	0.5	105
	chr1	10117418	0	0.5	94
	chr1	10117418	0	1.5	106
	chr1	10117420	0	1.0	72
	chr1	10117421	0	1.0	97
	chr1	10117421	0	0.5	109
	chr1	10117422	0	0.5	98
	chr1	10117422	0	2.0	110
	chr1	10117423	0	0.5	99
	chr1	10117423	0	0.5	111
	chr1	10117423	0	0.5	117
	chr1	10117424	0	0.5	100
	chr1	10117424	0	1.0	112
	chr1	10117425	0	0.5	113
	chr1	10117426	0	0.5	120
	chr1	10117427	0	0.5	103
	chr1	10117427	0	0.5	114
	chr1	10117427	0	1.5	115
	chr1	10117428	0	0.5	104
	chr1	10117429	0	0.5	105
	chr1	10117429	0	1.0	117
	chr1	10117430	0	1.0	72
	chr1	10117430	0	2.0	118
	chr1	10117432	0	0.5	107
	chr1	10117432	0	0.5	120
	chr1	10117433	0	0.5	109
	chr1	10117433	0	1.0	121
	chr1	10117435	0	1.0	123
	chr1	10117436	0	1.5	112
	chr1	10117436	0	1.0	120
	chr1	10117437	0	0.5	113
	chr1	10117437	0	1.5	125
	chr1	10117438	0	0.5	126
	chr1	10117439	0	0.5	114
	chr1	10117440	0	1.0	128
	chr1	10117440	0	0.5	116
	chr1	10117441	0	0.5	129
	chr1	10117441	0	0.5	117
